"name","frequency","probability"
"Tahlia",1909,1.21273147996242e-05
"Patrick",1908,1.21209620941241e-05
"Towanda",1908,1.21209620941241e-05
"Cinnamon",1907,1.21146093886241e-05
"Ayden",1906,1.2108256683124e-05
"Citlalli",1906,1.2108256683124e-05
"Syreeta",1906,1.2108256683124e-05
"Kaileigh",1904,1.20955512721239e-05
"Jaila",1903,1.20891985666238e-05
"Kirra",1900,1.20701404501236e-05
"Mendy",1900,1.20701404501236e-05
"Aryn",1898,1.20574350391235e-05
"Jazzmin",1898,1.20574350391235e-05
"Tatyanna",1897,1.20510823336234e-05
"Carolyne",1894,1.20320242171232e-05
"Evelina",1893,1.20256715116232e-05
"Kaniya",1891,1.2012966100623e-05
"Adriene",1890,1.2006613395123e-05
"Tanna",1890,1.2006613395123e-05
"Arica",1888,1.19939079841228e-05
"Clair",1888,1.19939079841228e-05
"Stephen",1888,1.19939079841228e-05
"Alona",1886,1.19812025731227e-05
"Micki",1886,1.19812025731227e-05
"Niyah",1885,1.19748498676226e-05
"Zoya",1885,1.19748498676226e-05
"Mica",1884,1.19684971621226e-05
"Drema",1883,1.19621444566225e-05
"Katherin",1881,1.19494390456224e-05
"Kodi",1881,1.19494390456224e-05
"Tamekia",1878,1.19303809291222e-05
"Cady",1877,1.19240282236221e-05
"Ilona",1877,1.19240282236221e-05
"Ronni",1875,1.1911322812622e-05
"Shiann",1875,1.1911322812622e-05
"Tari",1875,1.1911322812622e-05
"Isadora",1874,1.19049701071219e-05
"Cherokee",1873,1.18986174016219e-05
"Jeanmarie",1866,1.18541484631214e-05
"Rain",1864,1.18414430521213e-05
"Tonie",1864,1.18414430521213e-05
"Kelcey",1863,1.18350903466212e-05
"Arvilla",1862,1.18287376411211e-05
"Dione",1861,1.18223849356211e-05
"Laina",1861,1.18223849356211e-05
"Rosaline",1861,1.18223849356211e-05
"Chassity",1860,1.1816032230121e-05
"Marah",1860,1.1816032230121e-05
"Porsche",1860,1.1816032230121e-05
"Tashia",1860,1.1816032230121e-05
"Isamar",1859,1.18096795246209e-05
"Latarsha",1858,1.18033268191209e-05
"Kristiana",1857,1.17969741136208e-05
"Anai",1856,1.17906214081208e-05
"Arissa",1856,1.17906214081208e-05
"Elliott",1856,1.17906214081208e-05
"Aysha",1854,1.17779159971206e-05
"Breona",1854,1.17779159971206e-05
"Gwenda",1853,1.17715632916206e-05
"Courtnie",1851,1.17588578806204e-05
"Madie",1851,1.17588578806204e-05
"Garnett",1850,1.17525051751204e-05
"Jacelyn",1848,1.17397997641202e-05
"Jennette",1848,1.17397997641202e-05
"Amyah",1847,1.17334470586202e-05
"Ariyanna",1845,1.172074164762e-05
"Brynne",1844,1.171438894212e-05
"Lyra",1844,1.171438894212e-05
"Natisha",1844,1.171438894212e-05
"Raymond",1843,1.17080362366199e-05
"Tonda",1843,1.17080362366199e-05
"Calla",1842,1.17016835311198e-05
"Allana",1841,1.16953308256198e-05
"Daijah",1841,1.16953308256198e-05
"Pearle",1841,1.16953308256198e-05
"Jorden",1839,1.16826254146196e-05
"Delicia",1837,1.16699200036195e-05
"Mariya",1837,1.16699200036195e-05
"Kaidence",1834,1.16508618871193e-05
"Karyme",1833,1.16445091816193e-05
"Shayne",1829,1.1619098359619e-05
"Sheilah",1829,1.1619098359619e-05
"Teanna",1829,1.1619098359619e-05
"Tequila",1829,1.1619098359619e-05
"Coreen",1828,1.16127456541189e-05
"Allissa",1827,1.16063929486189e-05
"Romina",1826,1.16000402431188e-05
"Audree",1824,1.15873348321187e-05
"Ayah",1824,1.15873348321187e-05
"Nella",1824,1.15873348321187e-05
"Lillyanna",1823,1.15809821266186e-05
"Caley",1821,1.15682767156185e-05
"Nechama",1820,1.15619240101184e-05
"Jenell",1816,1.15365131881182e-05
"Ariyah",1812,1.15111023661179e-05
"Lexy",1811,1.15047496606178e-05
"Melodee",1810,1.14983969551178e-05
"Wren",1808,1.14856915441176e-05
"Arthur",1807,1.14793388386176e-05
"Delinda",1806,1.14729861331175e-05
"Jamiah",1806,1.14729861331175e-05
"Elois",1804,1.14602807221174e-05
"Tanner",1804,1.14602807221174e-05
"Arika",1803,1.14539280166173e-05
"Harold",1803,1.14539280166173e-05
"Raechel",1802,1.14475753111172e-05
"Tehya",1802,1.14475753111172e-05
"Vernetta",1802,1.14475753111172e-05
"Kaeli",1801,1.14412226056172e-05
"Amethyst",1799,1.1428517194617e-05
"Aysia",1799,1.1428517194617e-05
"Beyonce",1798,1.1422164489117e-05
"Denae",1798,1.1422164489117e-05
"Hazle",1796,1.14094590781169e-05
"Scarlette",1796,1.14094590781169e-05
"Delfina",1795,1.14031063726168e-05
"Maycee",1795,1.14031063726168e-05
"Vallie",1795,1.14031063726168e-05
"Karey",1792,1.13840482561166e-05
"Nala",1792,1.13840482561166e-05
"Kyli",1790,1.13713428451165e-05
"Amayah",1789,1.13649901396164e-05
"Shanya",1788,1.13586374341163e-05
"Deandrea",1787,1.13522847286163e-05
"Suri",1787,1.13522847286163e-05
"Jann",1786,1.13459320231162e-05
"Shaniece",1786,1.13459320231162e-05
"Rosalba",1784,1.13332266121161e-05
"Gisel",1783,1.1326873906616e-05
"Jaclynn",1782,1.13205212011159e-05
"Lorin",1782,1.13205212011159e-05
"Britny",1781,1.13141684956159e-05
"Cienna",1781,1.13141684956159e-05
"Pandora",1780,1.13078157901158e-05
"Khalia",1779,1.13014630846157e-05
"Italia",1778,1.12951103791157e-05
"Imari",1776,1.12824049681155e-05
"Makyla",1775,1.12760522626155e-05
"Earlean",1774,1.12696995571154e-05
"Julian",1774,1.12696995571154e-05
"Kerstin",1774,1.12696995571154e-05
"Egypt",1772,1.12569941461153e-05
"Taelor",1772,1.12569941461153e-05
"Ellianna",1770,1.12442887351152e-05
"Talitha",1770,1.12442887351152e-05
"Myrle",1769,1.12379360296151e-05
"Leela",1766,1.12188779131149e-05
"Kyah",1765,1.12125252076148e-05
"Santos",1764,1.12061725021148e-05
"Ashlei",1763,1.11998197966147e-05
"Georgeann",1762,1.11934670911146e-05
"Jala",1760,1.11807616801145e-05
"Anette",1758,1.11680562691144e-05
"Haydee",1757,1.11617035636143e-05
"Caelyn",1755,1.11489981526142e-05
"Tamisha",1753,1.11362927416141e-05
"Makiah",1750,1.11172346251139e-05
"Vianney",1750,1.11172346251139e-05
"Deedra",1749,1.11108819196138e-05
"Jordon",1749,1.11108819196138e-05
"Kalista",1749,1.11108819196138e-05
"Randee",1749,1.11108819196138e-05
"Samone",1749,1.11108819196138e-05
"Kasi",1748,1.11045292141137e-05
"Reem",1748,1.11045292141137e-05
"Sirena",1748,1.11045292141137e-05
"Kyndra",1747,1.10981765086137e-05
"Alianna",1746,1.10918238031136e-05
"Ariadna",1746,1.10918238031136e-05
"Kamora",1746,1.10918238031136e-05
"Lillyan",1746,1.10918238031136e-05
"Johnetta",1744,1.10791183921135e-05
"Kierstyn",1744,1.10791183921135e-05
"Sarena",1743,1.10727656866134e-05
"Tyisha",1743,1.10727656866134e-05
"Bronwyn",1742,1.10664129811133e-05
"Teresita",1740,1.10537075701132e-05
"Emmaleigh",1738,1.10410021591131e-05
"Yulisa",1738,1.10410021591131e-05
"Delta",1735,1.10219440426129e-05
"Kamiya",1735,1.10219440426129e-05
"Preslee",1735,1.10219440426129e-05
"Keosha",1733,1.10092386316128e-05
"Elba",1732,1.10028859261127e-05
"Lilyann",1732,1.10028859261127e-05
"Abriana",1727,1.09711223986124e-05
"Cloey",1727,1.09711223986124e-05
"Maylee",1725,1.09584169876122e-05
"Karren",1724,1.09520642821122e-05
"Everly",1723,1.09457115766121e-05
"Talya",1720,1.09266534601119e-05
"Nadya",1719,1.09203007546118e-05
"Vania",1719,1.09203007546118e-05
"Avani",1717,1.09075953436117e-05
"Zhane",1716,1.09012426381116e-05
"Shanequa",1715,1.08948899326116e-05
"Lezlie",1714,1.08885372271115e-05
"Trudie",1713,1.08821845216114e-05
"Ari",1712,1.08758318161114e-05
"Bentley",1712,1.08758318161114e-05
"Bianka",1711,1.08694791106113e-05
"Waneta",1711,1.08694791106113e-05
"Harmoni",1709,1.08567736996112e-05
"Saanvi",1708,1.08504209941111e-05
"Pamelia",1707,1.08440682886111e-05
"Tarra",1707,1.08440682886111e-05
"Versie",1707,1.08440682886111e-05
"Glynis",1705,1.08313628776109e-05
"Gretta",1705,1.08313628776109e-05
"Ludie",1705,1.08313628776109e-05
"Lachelle",1703,1.08186574666108e-05
"Shawana",1703,1.08186574666108e-05
"Gwenyth",1702,1.08123047611107e-05
"Michaella",1702,1.08123047611107e-05
"Caylin",1700,1.07995993501106e-05
"Katrice",1698,1.07868939391105e-05
"Sabine",1698,1.07868939391105e-05
"Tyasia",1698,1.07868939391105e-05
"Fatimah",1697,1.07805412336104e-05
"Jack",1697,1.07805412336104e-05
"Kamiyah",1697,1.07805412336104e-05
"Pooja",1697,1.07805412336104e-05
"Rozella",1697,1.07805412336104e-05
"Faviola",1696,1.07741885281103e-05
"Mayah",1696,1.07741885281103e-05
"Adam",1695,1.07678358226103e-05
"Cristie",1695,1.07678358226103e-05
"Daniell",1694,1.07614831171102e-05
"Johannah",1694,1.07614831171102e-05
"Tamesha",1693,1.07551304116101e-05
"Devona",1692,1.07487777061101e-05
"Chava",1691,1.074242500061e-05
"Chevelle",1688,1.07233668841098e-05
"Kaydee",1688,1.07233668841098e-05
"Magdalen",1687,1.07170141786098e-05
"Krissy",1686,1.07106614731097e-05
"Tesla",1686,1.07106614731097e-05
"Arionna",1684,1.06979560621096e-05
"Gitty",1684,1.06979560621096e-05
"Anyssa",1683,1.06916033566095e-05
"Marika",1683,1.06916033566095e-05
"Melissia",1682,1.06852506511094e-05
"Troy",1682,1.06852506511094e-05
"Jamaya",1681,1.06788979456094e-05
"Kailah",1681,1.06788979456094e-05
"Dorine",1680,1.06725452401093e-05
"Giulia",1679,1.06661925346092e-05
"Merlene",1678,1.06598398291092e-05
"Chesney",1676,1.0647134418109e-05
"Estephanie",1676,1.0647134418109e-05
"Taraji",1676,1.0647134418109e-05
"Diandra",1675,1.0640781712609e-05
"Peighton",1675,1.0640781712609e-05
"Queenie",1674,1.06344290071089e-05
"Larae",1673,1.06280763016088e-05
"Marna",1673,1.06280763016088e-05
"Catelyn",1670,1.06090181851087e-05
"Lianne",1670,1.06090181851087e-05
"Shala",1669,1.06026654796086e-05
"Nicol",1668,1.05963127741085e-05
"Tristyn",1668,1.05963127741085e-05
"Kassi",1667,1.05899600686085e-05
"Jenee",1666,1.05836073631084e-05
"Juan",1663,1.05645492466082e-05
"Kanesha",1663,1.05645492466082e-05
"Aerial",1662,1.05581965411081e-05
"Mattison",1661,1.05518438356081e-05
"Emi",1660,1.0545491130108e-05
"Markayla",1660,1.0545491130108e-05
"Maryah",1659,1.05391384246079e-05
"Avril",1658,1.05327857191079e-05
"Brennan",1658,1.05327857191079e-05
"Sherrell",1654,1.05073748971076e-05
"Tambra",1654,1.05073748971076e-05
"Amal",1653,1.05010221916075e-05
"Joette",1652,1.04946694861075e-05
"Ariela",1649,1.04756113696073e-05
"Nidia",1649,1.04756113696073e-05
"Camdyn",1648,1.04692586641072e-05
"Enola",1648,1.04692586641072e-05
"Sherika",1645,1.0450200547607e-05
"Dannette",1644,1.0443847842107e-05
"Mickayla",1644,1.0443847842107e-05
"Shaylyn",1643,1.04374951366069e-05
"Callista",1642,1.04311424311068e-05
"Mabelle",1641,1.04247897256068e-05
"Araya",1640,1.04184370201067e-05
"Cherryl",1640,1.04184370201067e-05
"Hanah",1640,1.04184370201067e-05
"Latina",1640,1.04184370201067e-05
"Rayanna",1640,1.04184370201067e-05
"Alonna",1639,1.04120843146066e-05
"Kenzi",1639,1.04120843146066e-05
"Tomasa",1639,1.04120843146066e-05
"Carsyn",1637,1.03993789036065e-05
"Corissa",1637,1.03993789036065e-05
"Denna",1637,1.03993789036065e-05
"January",1637,1.03993789036065e-05
"Kerrigan",1635,1.03866734926064e-05
"Jianna",1633,1.03739680816062e-05
"Malea",1633,1.03739680816062e-05
"Georgine",1632,1.03676153761062e-05
"Myia",1632,1.03676153761062e-05
"Abbigale",1631,1.03612626706061e-05
"Armida",1631,1.03612626706061e-05
"Melyssa",1630,1.0354909965106e-05
"Aviva",1628,1.03422045541059e-05
"Ciana",1627,1.03358518486059e-05
"Taleah",1627,1.03358518486059e-05
"Kelle",1626,1.03294991431058e-05
"Sammantha",1626,1.03294991431058e-05
"Shaylynn",1626,1.03294991431058e-05
"Arin",1625,1.03231464376057e-05
"Pauletta",1625,1.03231464376057e-05
"Elli",1624,1.03167937321057e-05
"Hildegarde",1624,1.03167937321057e-05
"Paislee",1622,1.03040883211055e-05
"Letisha",1621,1.02977356156055e-05
"Elvie",1620,1.02913829101054e-05
"Dymond",1619,1.02850302046053e-05
"Shaniah",1619,1.02850302046053e-05
"Amparo",1618,1.02786774991053e-05
"Passion",1618,1.02786774991053e-05
"Sebrina",1618,1.02786774991053e-05
"Fantasia",1617,1.02723247936052e-05
"Neta",1616,1.02659720881051e-05
"Kaylani",1615,1.02596193826051e-05
"Detra",1613,1.02469139716049e-05
"Marivel",1613,1.02469139716049e-05
"Cherilyn",1612,1.02405612661049e-05
"Saray",1612,1.02405612661049e-05
"Lakiesha",1610,1.02278558551047e-05
"Coretta",1608,1.02151504441046e-05
"Kaily",1607,1.02087977386046e-05
"Rhyan",1607,1.02087977386046e-05
"Aanya",1606,1.02024450331045e-05
"Falon",1606,1.02024450331045e-05
"Jenine",1606,1.02024450331045e-05
"Tesha",1606,1.02024450331045e-05
"Fredia",1604,1.01897396221044e-05
"Michela",1604,1.01897396221044e-05
"Myka",1604,1.01897396221044e-05
"Janea",1601,1.01706815056042e-05
"Jeanene",1600,1.01643288001041e-05
"Verlie",1600,1.01643288001041e-05
"Asya",1599,1.0157976094604e-05
"Baila",1598,1.0151623389104e-05
"Jalen",1598,1.0151623389104e-05
"Kyana",1595,1.01325652726038e-05
"Myriam",1594,1.01262125671037e-05
"Latrisha",1593,1.01198598616036e-05
"Zenobia",1593,1.01198598616036e-05
"Emmalynn",1592,1.01135071561036e-05
"Kameryn",1592,1.01135071561036e-05
"Ambar",1591,1.01071544506035e-05
"Jacob",1591,1.01071544506035e-05
"Latashia",1590,1.01008017451034e-05
"Laurine",1588,1.00880963341033e-05
"Layna",1588,1.00880963341033e-05
"Shannen",1588,1.00880963341033e-05
"Angely",1587,1.00817436286033e-05
"Christeen",1586,1.00753909231032e-05
"Jacquelyne",1586,1.00753909231032e-05
"Ranae",1586,1.00753909231032e-05
"Tennie",1585,1.00690382176031e-05
"Taneisha",1584,1.00626855121031e-05
"Calleigh",1583,1.0056332806603e-05
"Donya",1583,1.0056332806603e-05
"Korina",1583,1.0056332806603e-05
"Phyliss",1583,1.0056332806603e-05
"Stormi",1583,1.0056332806603e-05
"Pia",1582,1.00499801011029e-05
"Christiane",1581,1.00436273956029e-05
"Meera",1581,1.00436273956029e-05
"Ruthe",1581,1.00436273956029e-05
"Glendora",1580,1.00372746901028e-05
"Olympia",1580,1.00372746901028e-05
"Viki",1580,1.00372746901028e-05
"Naoma",1578,1.00245692791027e-05
"Dafne",1577,1.00182165736026e-05
"Scout",1577,1.00182165736026e-05
"Gladis",1576,1.00118638681025e-05
"Janett",1576,1.00118638681025e-05
"Keena",1576,1.00118638681025e-05
"Stephania",1576,1.00118638681025e-05
"Myriah",1574,9.99915845710241e-06
"Joscelyn",1572,9.98645304610228e-06
"Simona",1572,9.98645304610228e-06
"Riana",1571,9.98010034060221e-06
"Verdie",1571,9.98010034060221e-06
"Shawnta",1569,9.96739492960208e-06
"Lamya",1568,9.96104222410202e-06
"Leslye",1568,9.96104222410202e-06
"Tuesday",1568,9.96104222410202e-06
"Maylin",1564,9.93563140210176e-06
"Anja",1563,9.92927869660169e-06
"Shandi",1563,9.92927869660169e-06
"Anayeli",1562,9.92292599110163e-06
"Brinda",1562,9.92292599110163e-06
"Hayli",1562,9.92292599110163e-06
"Jiselle",1562,9.92292599110163e-06
"Georgiann",1558,9.89751516910137e-06
"Johna",1558,9.89751516910137e-06
"Lasonya",1558,9.89751516910137e-06
"Takia",1557,9.8911624636013e-06
"Taylin",1557,9.8911624636013e-06
"Zita",1555,9.87845705260117e-06
"Brianda",1554,9.87210434710111e-06
"Jaye",1554,9.87210434710111e-06
"Aleesha",1553,9.86575164160104e-06
"Charise",1553,9.86575164160104e-06
"Rasheeda",1553,9.86575164160104e-06
"Adah",1552,9.85939893610097e-06
"Dimple",1552,9.85939893610097e-06
"Brittnay",1551,9.85304623060091e-06
"Alida",1550,9.84669352510084e-06
"Jadah",1550,9.84669352510084e-06
"Amaria",1549,9.84034081960078e-06
"Dean",1549,9.84034081960078e-06
"Gianni",1549,9.84034081960078e-06
"Lera",1549,9.84034081960078e-06
"Chelsee",1546,9.82128270310059e-06
"Shaye",1545,9.81492999760052e-06
"Keilani",1544,9.80857729210046e-06
"Maryn",1544,9.80857729210046e-06
"Maybell",1544,9.80857729210046e-06
"Joie",1542,9.79587188110032e-06
"Taja",1541,9.78951917560026e-06
"Tony",1540,9.78316647010019e-06
"Pyper",1539,9.77681376460013e-06
"Eugenie",1537,9.7641083536e-06
"Briona",1535,9.75140294259987e-06
"Corrin",1535,9.75140294259987e-06
"Sharleen",1534,9.7450502370998e-06
"Peri",1533,9.73869753159974e-06
"Shenika",1533,9.73869753159974e-06
"Cinthya",1532,9.73234482609967e-06
"Felica",1532,9.73234482609967e-06
"Marquetta",1530,9.71963941509954e-06
"Hedy",1529,9.71328670959948e-06
"Olyvia",1527,9.70058129859935e-06
"Merrilee",1526,9.69422859309928e-06
"Cassy",1523,9.67517047659909e-06
"Karyl",1523,9.67517047659909e-06
"Baileigh",1522,9.66881777109902e-06
"Rebekka",1522,9.66881777109902e-06
"Sindy",1522,9.66881777109902e-06
"Hildred",1521,9.66246506559896e-06
"Monae",1521,9.66246506559896e-06
"Rosalina",1521,9.66246506559896e-06
"Wendie",1521,9.66246506559896e-06
"Tanaya",1519,9.64975965459883e-06
"Tashina",1519,9.64975965459883e-06
"Travis",1518,9.64340694909876e-06
"Malaika",1516,9.63070153809863e-06
"Aiden",1514,9.6179961270985e-06
"Kacee",1514,9.6179961270985e-06
"Meri",1514,9.6179961270985e-06
"Contessa",1513,9.61164342159844e-06
"Temperance",1512,9.60529071609837e-06
"Jasleen",1511,9.59893801059831e-06
"Faigy",1509,9.58623259959818e-06
"Ivey",1509,9.58623259959818e-06
"Kaleena",1508,9.57987989409811e-06
"Remington",1506,9.56717448309798e-06
"Leilany",1505,9.56082177759792e-06
"Kalena",1504,9.55446907209785e-06
"Janina",1502,9.54176366109772e-06
"Kaycie",1502,9.54176366109772e-06
"Nakayla",1502,9.54176366109772e-06
"Dyan",1501,9.53541095559766e-06
"Chasidy",1500,9.52905825009759e-06
"Elinore",1500,9.52905825009759e-06
"Joella",1500,9.52905825009759e-06
"Kilee",1500,9.52905825009759e-06
"Taneka",1500,9.52905825009759e-06
"Jailynn",1499,9.52270554459753e-06
"Dennis",1498,9.51635283909746e-06
"Jovana",1498,9.51635283909746e-06
"Rheanna",1498,9.51635283909746e-06
"Eveline",1497,9.5100001335974e-06
"Benjamin",1496,9.50364742809733e-06
"Haileigh",1496,9.50364742809733e-06
"Nour",1496,9.50364742809733e-06
"Sabrena",1496,9.50364742809733e-06
"Arwen",1495,9.49729472259727e-06
"Ethyl",1495,9.49729472259727e-06
"Jovita",1495,9.49729472259727e-06
"Kiran",1495,9.49729472259727e-06
"Arla",1494,9.4909420170972e-06
"Eugene",1493,9.48458931159714e-06
"Lawanna",1492,9.47823660609707e-06
"Heide",1491,9.47188390059701e-06
"Whittney",1491,9.47188390059701e-06
"Kaylei",1490,9.46553119509694e-06
"Alyna",1489,9.45917848959688e-06
"Jadelyn",1488,9.45282578409681e-06
"Tawni",1488,9.45282578409681e-06
"Nakiya",1487,9.44647307859675e-06
"Ravyn",1487,9.44647307859675e-06
"Beaulah",1486,9.44012037309668e-06
"Kenda",1486,9.44012037309668e-06
"Leisha",1486,9.44012037309668e-06
"Penney",1486,9.44012037309668e-06
"Sacha",1486,9.44012037309668e-06
"Latoyia",1483,9.42106225659649e-06
"Tomi",1482,9.41470955109642e-06
"Doretta",1481,9.40835684559635e-06
"Tamyra",1481,9.40835684559635e-06
"Cherelle",1479,9.39565143459623e-06
"Vinnie",1477,9.3829460235961e-06
"Ambria",1476,9.37659331809603e-06
"Carys",1476,9.37659331809603e-06
"Seanna",1474,9.3638879070959e-06
"Janetta",1473,9.35753520159584e-06
"Gabriele",1472,9.35118249609577e-06
"Delila",1471,9.3448297905957e-06
"Erlene",1471,9.3448297905957e-06
"Lory",1470,9.33847708509564e-06
"Serene",1470,9.33847708509564e-06
"Blessing",1469,9.33212437959557e-06
"Brooklin",1469,9.33212437959557e-06
"Justyce",1469,9.33212437959557e-06
"Margaux",1469,9.33212437959557e-06
"Mikki",1469,9.33212437959557e-06
"Catarina",1468,9.32577167409551e-06
"Demetrice",1468,9.32577167409551e-06
"Shalyn",1468,9.32577167409551e-06
"Abbi",1466,9.31306626309538e-06
"Keasia",1466,9.31306626309538e-06
"Marykate",1466,9.31306626309538e-06
"Tala",1466,9.31306626309538e-06
"Adamari",1464,9.30036085209525e-06
"Caterina",1464,9.30036085209525e-06
"Emili",1464,9.30036085209525e-06
"Lisamarie",1464,9.30036085209525e-06
"Katilyn",1463,9.29400814659518e-06
"Alexzandria",1462,9.28765544109512e-06
"Babygirl",1462,9.28765544109512e-06
"Cheree",1462,9.28765544109512e-06
"Lanae",1462,9.28765544109512e-06
"Magda",1462,9.28765544109512e-06
"Nahla",1462,9.28765544109512e-06
"Rebbecca",1462,9.28765544109512e-06
"Vianca",1462,9.28765544109512e-06
"Cayden",1461,9.28130273559505e-06
"Santina",1460,9.27495003009499e-06
"Fairy",1459,9.26859732459492e-06
"Julieann",1458,9.26224461909486e-06
"Marli",1457,9.25589191359479e-06
"Drusilla",1456,9.24953920809473e-06
"Karleen",1455,9.24318650259466e-06
"Emoni",1453,9.23048109159453e-06
"Kalei",1453,9.23048109159453e-06
"Ozella",1453,9.23048109159453e-06
"Yanet",1453,9.23048109159453e-06
"Yaretzy",1453,9.23048109159453e-06
"Shakayla",1452,9.22412838609447e-06
"Shaylin",1452,9.22412838609447e-06
"Jazelle",1449,9.20507026959427e-06
"Ariadne",1448,9.19871756409421e-06
"Dynasty",1447,9.19236485859414e-06
"Kathey",1446,9.18601215309408e-06
"Jaymee",1445,9.17965944759401e-06
"Tamira",1445,9.17965944759401e-06
"Tavia",1444,9.17330674209395e-06
"Deloise",1443,9.16695403659388e-06
"Daina",1441,9.15424862559375e-06
"Dayle",1441,9.15424862559375e-06
"Melaine",1441,9.15424862559375e-06
"Miriah",1440,9.14789592009369e-06
"Nicholle",1439,9.14154321459362e-06
"Zaina",1439,9.14154321459362e-06
"Deyanira",1438,9.13519050909356e-06
"Jannet",1438,9.13519050909356e-06
"Juliane",1438,9.13519050909356e-06
"Sania",1438,9.13519050909356e-06
"Jaslynn",1437,9.12883780359349e-06
"Sari",1437,9.12883780359349e-06
"Tanvi",1437,9.12883780359349e-06
"Mackenzi",1436,9.12248509809343e-06
"Crysta",1434,9.1097796870933e-06
"Josephina",1432,9.09707427609317e-06
"Merna",1432,9.09707427609317e-06
"Shekinah",1432,9.09707427609317e-06
"Almeta",1431,9.0907215705931e-06
"Emeline",1428,9.07166345409291e-06
"Reatha",1428,9.07166345409291e-06
"Jenica",1427,9.06531074859284e-06
"Louanne",1427,9.06531074859284e-06
"Naila",1427,9.06531074859284e-06
"Darien",1426,9.05895804309278e-06
"Felisa",1426,9.05895804309278e-06
"Jacqualine",1426,9.05895804309278e-06
"Doloris",1425,9.05260533759271e-06
"Gisell",1425,9.05260533759271e-06
"Jameka",1425,9.05260533759271e-06
"Salome",1424,9.04625263209265e-06
"Cher",1423,9.03989992659258e-06
"Luci",1423,9.03989992659258e-06
"Xenia",1423,9.03989992659258e-06
"Samanta",1422,9.03354722109252e-06
"Cayleigh",1421,9.02719451559245e-06
"Lakenya",1421,9.02719451559245e-06
"Connor",1420,9.02084181009239e-06
"Milla",1420,9.02084181009239e-06
"Roy",1420,9.02084181009239e-06
"Shonta",1420,9.02084181009239e-06
"Mariajose",1419,9.01448910459232e-06
"Lashawna",1417,9.00178369359219e-06
"Patrina",1417,9.00178369359219e-06
"Anaiah",1416,8.99543098809213e-06
"Analicia",1416,8.99543098809213e-06
"Geena",1416,8.99543098809213e-06
"Amarie",1415,8.98907828259206e-06
"Amerie",1415,8.98907828259206e-06
"Clemmie",1415,8.98907828259206e-06
"Semaj",1414,8.982725577092e-06
"Nayla",1413,8.97637287159193e-06
"Tameika",1413,8.97637287159193e-06
"Lillyann",1412,8.97002016609187e-06
"Tynisha",1412,8.97002016609187e-06
"Kyrah",1411,8.9636674605918e-06
"Mardell",1410,8.95731475509174e-06
"Shaunte",1410,8.95731475509174e-06
"Desarae",1409,8.95096204959167e-06
"Audie",1407,8.93825663859154e-06
"Shanique",1407,8.93825663859154e-06
"Janiece",1406,8.93190393309148e-06
"Emiley",1405,8.92555122759141e-06
"Lynelle",1405,8.92555122759141e-06
"Claribel",1404,8.91919852209135e-06
"Denese",1403,8.91284581659128e-06
"Kyrsten",1402,8.90649311109122e-06
"Martine",1402,8.90649311109122e-06
"Jenise",1401,8.90014040559115e-06
"Brylie",1399,8.88743499459102e-06
"Donielle",1399,8.88743499459102e-06
"Josalyn",1399,8.88743499459102e-06
"Kenadie",1398,8.88108228909096e-06
"Dorathy",1397,8.87472958359089e-06
"Sparkle",1397,8.87472958359089e-06
"Darnell",1395,8.86202417259076e-06
"Keonna",1393,8.84931876159063e-06
"Xitlaly",1392,8.84296605609057e-06
"Fatoumata",1391,8.8366133505905e-06
"Rania",1391,8.8366133505905e-06
"Beverlee",1390,8.83026064509043e-06
"Lakita",1390,8.83026064509043e-06
"Viktoria",1390,8.83026064509043e-06
"Carl",1389,8.82390793959037e-06
"Cheyann",1389,8.82390793959037e-06
"Francheska",1389,8.82390793959037e-06
"Desirea",1388,8.8175552340903e-06
"Najah",1388,8.8175552340903e-06
"Brienna",1387,8.81120252859024e-06
"Shalanda",1387,8.81120252859024e-06
"Raine",1386,8.80484982309018e-06
"Siri",1386,8.80484982309018e-06
"Xena",1386,8.80484982309018e-06
"Yoselyn",1385,8.79849711759011e-06
"Desiray",1383,8.78579170658998e-06
"Dezirae",1383,8.78579170658998e-06
"Mekayla",1383,8.78579170658998e-06
"Aubrielle",1381,8.77308629558985e-06
"Gema",1380,8.76673359008978e-06
"Sol",1380,8.76673359008978e-06
"Talisa",1380,8.76673359008978e-06
"Velia",1380,8.76673359008978e-06
"Maliya",1379,8.76038088458972e-06
"Reena",1378,8.75402817908965e-06
"Retta",1378,8.75402817908965e-06
"Cassey",1377,8.74767547358959e-06
"Darcey",1377,8.74767547358959e-06
"Ieshia",1377,8.74767547358959e-06
"Laquanda",1377,8.74767547358959e-06
"Francene",1376,8.74132276808952e-06
"Carman",1375,8.73497006258946e-06
"Idalia",1375,8.73497006258946e-06
"Bayley",1374,8.72861735708939e-06
"Shemika",1374,8.72861735708939e-06
"Ariya",1373,8.72226465158933e-06
"Ceola",1373,8.72226465158933e-06
"Lorretta",1373,8.72226465158933e-06
"Anayah",1372,8.71591194608926e-06
"Janelly",1372,8.71591194608926e-06
"Nika",1372,8.71591194608926e-06
"Perri",1372,8.71591194608926e-06
"Renay",1371,8.7095592405892e-06
"Kateri",1370,8.70320653508913e-06
"Mammie",1370,8.70320653508913e-06
"Poppy",1370,8.70320653508913e-06
"Terresa",1370,8.70320653508913e-06
"Baleigh",1369,8.69685382958907e-06
"Jesslyn",1368,8.690501124089e-06
