"name","frequency","probability"
"Deanna",132749,0.000843315302428137
"Amelia",132424,0.000841250673140616
"Marcia",132191,0.000839770492759101
"Charlene",131882,0.00083780750675958
"Vera",131531,0.000835577707129058
"Mabel",130804,0.00083095929023051
"Sabrina",130409,0.000828449971557985
"Paige",129484,0.000822573718970424
"Lena",129433,0.000822249730989921
"Daisy",129288,0.000821328588692412
"Tamara",129265,0.00082118247646591
"Carmen",128765,0.000818006123715878
"Viola",128287,0.000814969530486847
"Lindsay",127655,0.000810954620610805
"Marlene",126439,0.000803229730722726
"Joy",126085,0.000800980872975703
"Gabrielle",126057,0.000800802997221701
"Mattie",126036,0.0008006695904062
"Katelyn",125853,0.000799507045299688
"Jordan",125521,0.000797397947073667
"Jennie",122314,0.000777024820534958
"Erika",121943,0.000774667966794434
"Faith",120205,0.000763626964635321
"Tonya",120098,0.000762947225146814
"Claudia",119329,0.000758061994617264
"Patsy",118254,0.000751232836204694
"Marissa",116823,0.000742142114634101
"Nora",115516,0.000733839128545516
"Nina",115450,0.000733419849982511
"Tanya",114247,0.000725777545265933
"Lily",113514,0.000721121012134385
"Delores",113504,0.000721057485079385
"Violet",113411,0.000720466683467879
"Priscilla",112116,0.000712239929845294
"Cora",111997,0.000711483957890787
"Yolanda",111036,0.000705379007905224
"Mackenzie",110099,0.000699426522851663
"Gwendolyn",109981,0.000698676903602656
"Carole",109963,0.000698562554903654
"Caitlin",109693,0.000696847324418637
"Maxine",109659,0.000696631332431635
"Vickie",109493,0.000695576783318624
"Angelina",108338,0.000688239408466049
"Maggie",108304,0.000688023416479046
"Glenda",108200,0.00068736273510704
"Kaylee",108022,0.000686231953528028
"Isabel",106894,0.000679066101723955
"Mae",106301,0.000675298947362416
"Brandy",105763,0.000671881191803381
"Miranda",105385,0.000669479869124357
"Margie",105150,0.000667986983331841
"Alison",104772,0.000665585660652817
"Autumn",104038,0.000660922774815769
"Leona",103996,0.000660655961184766
"Alexa",103563,0.000657905239703238
"Marsha",102295,0.000649850009129155
"Sadie",101935,0.000647563035149132
"Genevieve",101474,0.000644634437913602
"Brandi",100972,0.000641445379752569
"Dora",100649,0.000639393455876048
"Billie",98696,0.000626986622034421
"Christy",97751,0.00062098331533686
"Mariah",97737,0.000620894377459859
"Sophie",97425,0.000618912333343839
"Kay",97382,0.000618639167007336
"Joanna",97285,0.000618022954573829
"Toni",96791,0.000614884718056797
"Zoe",96416,0.000612502453494273
"Terry",95945,0.000609510329203742
"Kara",95938,0.000609465860265242
"Miriam",95874,0.000609059287113238
"Penny",95184,0.000604675920318193
"Gabriella",94744,0.000601880729898164
"Dianne",94347,0.000599358705814638
"Katrina",94178,0.000598285098585127
"Bethany",93853,0.000596220469297606
"Whitney",93804,0.000595909186728103
"Jocelyn",93684,0.000595146862068095
"Meghan",93609,0.00059467040915559
"Natasha",93527,0.000594149487304585
"Kylie",92935,0.000590388685648546
"Makayla",92450,0.000587307623481015
"Sierra",92412,0.000587066220672012
"Ana",92177,0.000585573334879497
"Marguerite",91232,0.000579570028181936
"Kendra",90765,0.000576603314713405
"Alexandria",90606,0.000575593234538895
"Addison",90448,0.000574589507069885
"Hattie",90004,0.000571768905827856
"Jackie",89917,0.00057121622044935
"Briana",89804,0.000570498364727843
"Angel",88349,0.000561255178225248
"Sofia",88198,0.000560295919694738
"Jenny",87262,0.000554349787346677
"Ada",87026,0.000552850548848662
"Felicia",86834,0.00055163082939265
"Bobbie",86795,0.000551383073878147
"Tracey",86232,0.00054780650068161
"Harriet",85979,0.000546199266190094
"Becky",85917,0.00054580539844909
"Bailey",85839,0.000545309887420085
"Karla",84915,0.000539439987538025
"Bridget",84593,0.000537394416367004
"Misty",84172,0.000534719927351476
"Blanche",84050,0.000533944897280468
"Shelly",83778,0.000532216961384451
"Geneva",83555,0.000530800308057936
"Velma",83272,0.000529002492401418
"Angelica",83233,0.000528754736886915
"Sherri",83009,0.000527331730854901
"Melody",82654,0.000525076520402378
"Candace",82340,0.000523081770875357
"Cecilia",82292,0.000522776841011354
"Kristine",81983,0.000520813855011834
"Susie",81754,0.000519359085452319
"Jacquelyn",81453,0.000517446921096799
"Avery",81261,0.000516227201640787
"Brittney",81167,0.000515630047323781
"Adriana",80904,0.000513959285777264
"Fannie",80658,0.000512396520224248
"Lula",80510,0.000511456319810238
"Desiree",80329,0.000510306480114726
"Hope",79792,0.000506895077261191
"Breanna",79523,0.000505186199481674
"Jodi",78858,0.000500961650324131
"Hilda",78454,0.000498395157302104
"Jillian",78317,0.000497524836648595
"Aubrey",78130,0.000496336880720083
"Sheryl",77991,0.000495453854655574
"Monique",77853,0.000494577181296565
"Rachael",77689,0.000493535337594555
"Ariana",77282,0.000490949786456028
"Lynda",77104,0.000489819004877016
"Riley",76742,0.000487519325485993
"Lola",76647,0.000486915818463487
"Isabelle",76166,0.000483860167117955
"Kristi",76133,0.000483650527836453
"Maya",75332,0.000478562010730901
"Eunice",74511,0.000473346439515348
"Kelli",74442,0.000472908102835843
"Antoinette",74293,0.000471961549716334
"Mamie",74175,0.000471211930467326
"Brooklyn",73178,0.000464878283083761
"Rosie",73052,0.000464077842190753
"Krystal",72810,0.000462540487459737
"Krista",72366,0.000459719886217708
"Gabriela",72326,0.000459465777997706
"Casey",72213,0.000458747922276198
"Beulah",72057,0.000457756900218188
"Kate",71631,0.00045505064767516
"Arianna",71112,0.000451753593520627
"Jade",70138,0.000445566058363563
"Janie",70087,0.00044524207038306
"Kristy",70029,0.000444873613464056
"Rebekah",69997,0.000444670326888054
"Summer",69781,0.00044329814250004
"Shelley",69737,0.000443018623458037
"Irma",69704,0.000442808984176535
"Iris",69380,0.000440750707594514
"Madelyn",69377,0.000440731649478014
"Meredith",68972,0.000438158803750487
"Belinda",68837,0.000437301188507979
"Bianca",68084,0.00043251760126643
"Alberta",67175,0.00042674299196687
"Opal",67133,0.000426476178335868
"Candice",67021,0.00042576467531986
"Sandy",66176,0.000420396639172305
"Trinity",66061,0.000419666078039798
"Verna",65901,0.000418649645159788
"Flora",65078,0.000413421368533234
"Jeannette",64940,0.000412544695174225
"Aaliyah",64915,0.000412385877536723
"Inez",64809,0.000411712490753717
"Faye",64618,0.000410499124003204
"Ramona",64409,0.000409171408553691
"Sonia",63825,0.000405461428541653
"Cheyenne",63461,0.000403149043739629
"Gracie",63182,0.000401376638905111
"Marianne",62981,0.000400099745099598
"Nichole",62753,0.000398651328245583
"Adrienne",62711,0.00039838451461458
"Sonya",62491,0.000396986919404566
"Patty",62004,0.000393893151826034
"Della",61750,0.000392279564629018
"Lynne",61075,0.000387991488416474
"Nevaeh",60454,0.000384046458300933
"Maryann",60397,0.000383684354087429
"Gayle",60347,0.000383366718812426
"Sheri",60296,0.000383042730831923
"Guadalupe",59892,0.000380476237809897
"Yvette",59821,0.000380025195719392
"Carly",59766,0.000379675796916888
"Lee",59710,0.000379320045408885
"Elena",59316,0.000376817079441859
"Jada",59061,0.000375197139539343
"Rosalie",58925,0.000374333171591334
"Ariel",58433,0.000371207640485302
"Kari",58186,0.000369638522226786
"Robyn",57988,0.000368380686537773
"Olga",57827,0.000367357900952262
"Marcella",57462,0.000365039163444739
"Angie",57159,0.000363114293678219
"Camille",56649,0.000359874413873186
"Kaitlin",56409,0.00035834976455317
"Elise",56218,0.000357136397802658
"Tabitha",56187,0.000356939463932156
"Roxanne",56034,0.000355967499990646
"Lila",56016,0.000355853151291644
"Layla",55421,0.000352073291519106
"Valeria",55310,0.000351368141208599
"Jody",55096,0.000350008662231585
"Karina",54598,0.000346845014892552
"Dianna",54320,0.000345078962763534
"Jan",54277,0.000344805796427031
"Myra",54027,0.000343217620052015
"Peyton",53996,0.000343020686181513
"Erma",53606,0.000340543131036488
"Abby",53367,0.000339024834421972
"Muriel",52791,0.000335365676053935
"Alisha",52660,0.000334533471633426
"Traci",51955,0.00033005481425588
"Vicky",51754,0.000328777920450367
"Mable",51701,0.000328441227058864
"Natalia",51410,0.000326592589758345
"Celeste",51395,0.000326497299175844
"Bernadette",50733,0.000322291808134801
"Gianna",50696,0.000322056758031298
"Mallory",50537,0.000321046677856788
"Cassidy",50481,0.000320690926348784
"Aimee",50439,0.000320424112717782
"Estelle",50367,0.000319966717921777
"Cecelia",50158,0.000318639002472263
"Zoey",50084,0.000318168902265259
"Gretchen",49878,0.000316860244932245
"Kendall",49869,0.000316803070582745
"Caitlyn",49848,0.000316669663767243
"Kennedy",49601,0.000315100545508727
"Cristina",49534,0.000314674914240223
"Jaime",49373,0.000313652128654712
"Kellie",49176,0.000312400645671199
"Dominique",49046,0.000311574793956191
"Janelle",48958,0.000311015755872185
"Kirsten",48945,0.000310933170700684
"Daniela",48855,0.000310361427205679
"Alana",48832,0.000310215314979177
"Nadine",48059,0.000305304673627627
"Kerry",47916,0.000304396236741117
"Callie",47907,0.000304339062391617
"Jaclyn",47800,0.00030365932290311
"Cara",47656,0.000302744533311101
"Shelia",47250,0.000300165334878074
"Rosemarie",47074,0.000299047258710063
"Janis",47032,0.00029878044507906
"Michaela",47030,0.00029876773966806
"Juliana",46957,0.000298303992166555
"Henrietta",46906,0.000297980004186052
"Genesis",46748,0.000296976276717041
"Mckenzie",46746,0.000296963571306041
"Raquel",46614,0.000296125014180033
"Mikayla",46603,0.000296055134419532
"Celia",46522,0.000295540565274027
"Hayley",46338,0.000294371667462015
"Betsy",46273,0.000293958741604511
"Allyson",46142,0.000293126537184002
"Marisa",46112,0.000292935956019
"Lora",45931,0.000291786116323488
"Alejandra",45894,0.000291551066219986
"Johanna",45866,0.000291373190465984
"Olive",45640,0.000289937479022969
"Nettie",45550,0.000289365735527964
"Eula",45496,0.00028902268943096
"Doreen",45364,0.000288184132304951
"Latoya",45338,0.00028801896196195
"Johnnie",45192,0.00028709146695894
"Josie",45138,0.000286748420861937
"Paulette",45063,0.000286271967949432
"Maude",44992,0.000285820925858927
"Shawna",44891,0.000285179302603421
"Mya",44784,0.000284499563114914
"Lacey",44748,0.000284270865716911
"Lana",44668,0.000283762649276906
"Christie",44646,0.000283622889755905
"Eloise",44621,0.000283464072118403
"Ginger",44490,0.000282631867697895
"Kelley",44450,0.000282377759477892
"May",44416,0.00028216176749089
"Patti",44244,0.000281069102144879
"Teri",43746,0.000277905454805846
"Sallie",43683,0.000277505234359342
"Selena",43621,0.000277111366618338
"Rochelle",43509,0.000276399863602331
"Lottie",43391,0.000275650244353323
"Mona",43160,0.000274182769382808
"Annabelle",43005,0.000273198100030298
"Payton",42935,0.000272753410645293
"Lilly",42769,0.000271698861532283
"Ashlee",42756,0.000271616276360782
"Kiara",42510,0.000270053510807766
"Skylar",42442,0.000269621526833761
"Jana",42369,0.000269157779332257
"Ernestine",42184,0.000267982528814745
"Liliana",42002,0.000266826336413733
"Mercedes",41782,0.000265428741203718
"Kylee",41507,0.0002636817471912
"Laverne",41448,0.000263306937566697
"Mindy",41386,0.000262913069825693
"Winifred",41366,0.000262786015715691
"Cassie",41262,0.000262125334343685
"Corinne",41177,0.000261585354376179
"Tessa",41138,0.000261337598861676
"Lynette",41128,0.000261274071806676
"Meagan",41103,0.000261115254169174
"Dixie",41036,0.00026068962290067
"Elisabeth",41010,0.000260524452557668
"Esmeralda",40683,0.000258447117859147
"Adeline",40565,0.000257697498610139
"Freda",40343,0.000256287197989125
"Darla",40328,0.000256191907406624
"Allie",40198,0.000255366055691615
"Jordyn",40172,0.000255200885348614
"Tricia",39890,0.000253409422397595
"Adrianna",39884,0.000253371306164595
"Shari",39868,0.000253269662876594
"Pat",39765,0.000252615334210087
"Lela",39655,0.00025191653660508
"Addie",39634,0.000251783129789579
"Mollie",39633,0.000251776777084079
"Bella",39571,0.000251382909343075
"Laurel",39383,0.000250188600709062
"Leigh",39343,0.00024993449248906
"Effie",39310,0.000249724853207558
"Mandy",39208,0.000249076877246551
"Trisha",39120,0.000248517839162545
"Lorena",38942,0.000247387057583534
"Jasmin",38928,0.000247298119706533
"Alexia",38856,0.000246840724910528
"Camila",38736,0.00024607840025052
"Ashlyn",38720,0.000245976756962519
"Stacie",38702,0.000245862408263518
"Essie",38664,0.000245621005454516
"Eliza",38631,0.000245411366173013
"Ollie",38616,0.000245316075590512
"Ebony",38504,0.000244604572574505
"Kristie",38142,0.000242304893183482
"Nikki",37973,0.000241231285953971
"Jazmin",37922,0.000240907297973467
"Serenity",37922,0.000240907297973467
"Sonja",37814,0.00024022120577946
"Yesenia",37710,0.000239560524407453
"Leticia",37697,0.000239477939235953
"Lorene",37677,0.000239350885125951
"Kimberley",37465,0.000238004111559938
"Ora",37442,0.000237857999333436
"Etta",37394,0.000237553069469433
"Rylee",37243,0.000236593810938923
"Bettie",37189,0.00023625076484192
"Bonita",36960,0.000234795995282405
"Ellie",36895,0.0002343830694249
"Reagan",36876,0.000234262368020399
"Nadia",36790,0.000233716035347394
"Kerri",36653,0.000232845714693885
"Giselle",36466,0.000231657758765373
"Stefanie",36394,0.000231200363969368
"Alissa",36219,0.000230088640506856
"Tami",35898,0.000228049422041336
"Cheri",35857,0.000227788961115833
"Serena",35819,0.00022754755830683
"Raven",35451,0.000225209762682806
"Julianna",35329,0.000224434732611799
"Carolina",35254,0.000223958279699294
"Tasha",35237,0.000223850283705793
"Marla",35145,0.000223265834799787
"Tammie",35139,0.000223227718566786
"Adele",35070,0.000222789381887282
"Clarissa",34958,0.000222077878871274
"Jewel",34845,0.000221360023149767
"Anastasia",34750,0.000220756516127261
"Francine",34466,0.000218952347765242
"Jeannie",34424,0.00021868553413424
"Elisa",34342,0.000218164612283234
"Katharine",34320,0.000218024852762233
"Melba",34312,0.000217974031118232
"Deloris",34301,0.000217904151357732
"Iva",34299,0.000217891445946732
"Kyla",34295,0.000217866035124731
"Penelope",34189,0.000217192648341724
"Lizzie",34153,0.000216963950943722
"Ronda",34124,0.00021677972248422
"Fern",34108,0.000216678079196219
"Margarita",34069,0.000216430323681717
"Aurora",34032,0.000216195273578214
"Ivy",33967,0.00021578234772071
"Lucinda",33908,0.000215407538096206
"Britney",33774,0.000214556275559197
"Bette",33764,0.000214492748504197
"Rena",33675,0.000213927357714691
"Sherrie",33646,0.000213743129255189
"Hanna",33569,0.000213253970931684
"Makenzie",33554,0.000213158680349183
"Leila",33537,0.000213050684355682
"Patrice",33517,0.000212923630245681
"Reba",33406,0.000212218479935173
"Estella",33384,0.000212078720414172
"Justine",33202,0.00021092252801316
"Therese",33180,0.000210782768492159
"Lucia",33154,0.000210617598149157
"Marina",33078,0.000210134792531152
"Madeleine",33009,0.000209696455851648
"Goldie",32873,0.000208832487903639
"Lucile",32866,0.000208788018965138
"Jayla",32658,0.000207466656221125
"Pam",32622,0.000207237958823122
"Shawn",32407,0.000205872127140608
"Tracie",32377,0.000205681545975606
"Kyra",32016,0.000203388219290083
"Janine",31968,0.00020308328942608
"Alondra",31827,0.000202187557950571
"Tori",31705,0.000201412527879563
"Keri",31692,0.000201329942708062
"Lenora",31608,0.000200796315446056
"Dorothea",31605,0.000200777257329556
"Sasha",31587,0.000200662908630555
"Alaina",31553,0.000200446916643553
"Christa",31474,0.000199945052909048
"Charity",31385,0.000199379662119542
"Diamond",31266,0.000198623690165034
"Trina",31188,0.000198128179136029
"Ashleigh",31169,0.000198007477731528
"Tia",31164,0.000197975714204028
"Kasey",31124,0.000197721605984025
"Rachelle",31097,0.000197550082935523
"Myrna",30882,0.000196184251253009
"Mckenna",30861,0.000196050844437508
"Kira",30809,0.000195720503751504
"Angeline",30791,0.000195606155052503
"Ina",30679,0.000194894652036496
"Jazmine",30624,0.000194545253233992
"Lesley",30623,0.000194538900528492
"Chelsey",30619,0.000194513489706492
"Lou",30580,0.00019426573419199
"Mariana",30544,0.000194037036793987
"Ciara",30487,0.000193674932580484
"Alisa",30361,0.000192874491687475
"Delaney",30299,0.000192480623946471
"Asia",30173,0.000191680183053463
"Tatiana",30118,0.00019133078425096
"Helene",30087,0.000191133850380457
"Marisol",30069,0.000191019501681456
"Kassandra",30049,0.000190892447571455
"Latasha",30012,0.000190657397467953
"Dena",29752,0.000189005694037936
"Daphne",29407,0.000186814010640413
"Aliyah",29388,0.000186693309235912
"Scarlett",29340,0.000186388379371909
"Fay",29248,0.000185803930465903
"Shana",29204,0.0001855244114239
"Delia",29148,0.000185168659915896
"Mayra",29137,0.000185098780155396
"Harper",28942,0.000183860002582883
"Cherie",28935,0.000183815533644383
"Frankie",28838,0.000183199321210876
"Janette",28802,0.000182970623812874
"Dina",28677,0.000182176535625366
"Cathleen",28656,0.000182043128809864
"Jolene",28572,0.000181509501547859
"Elva",28356,0.000180137317159845
"Shayla",28345,0.000180067437399344
"Katelynn",28317,0.000179889561645342
"Luella",28238,0.000179387697910837
"Debora",28213,0.000179228880273336
"Aileen",28096,0.000178485613729828
"Karin",28056,0.000178231505509825
"Randi",27822,0.00017674497242281
"Hillary",27504,0.000174724812073789
"Cleo",27485,0.000174604110669288
"Shanna",27288,0.000173352627685775
"Leanne",27234,0.000173009581588772
"Jayne",27099,0.000172151966346263
"Ola",27006,0.000171561164734757
"Candy",26993,0.000171478579563256
"Joni",26952,0.000171218118637754
"Noelle",26915,0.000170983068534251
"Helena",26909,0.000170944952301251
"Jewell",26899,0.00017088142524625
"Fatima",26709,0.000169674411201238
"Brenna",26666,0.000169401244864735
"Imogene",26559,0.000168721505376228
"Shauna",26508,0.000168397517395725
"Dakota",26487,0.000168264110580223
"Alta",26441,0.00016797188612722
"Tania",26437,0.00016794647530522
"Matilda",26429,0.00016789565366122
"Sondra",26281,0.00016695545324721
"Carissa",26263,0.000166841104548209
"Lea",26225,0.000166599701739206
"Polly",26147,0.000166104190710201
"Savanna",26118,0.000165919962250699
"Gwen",26033,0.000165379982283194
"Piper",26028,0.000165348218755693
"Angelique",26027,0.000165341866050193
"Kayleigh",25976,0.00016501787806969
"Jodie",25743,0.000163537697688175
"Julianne",25714,0.000163353469228673
"Khloe",25453,0.000161695413093156
"Haylee",25364,0.00016113002230365
"Antonia",25284,0.000160621805863645
"Leola",25257,0.000160450282815143
"Cierra",25215,0.000160183469184141
"Lorna",25200,0.00016008817860164
"Macy",25184,0.000159986535313639
"Hallie",24755,0.000157261224654111
"Cameron",24683,0.000156803829858106
